ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Complain,Z_CostContact,Z_Revenue,Age,Children,HouseholdSize,CustomerTenure,TotalSpend,TotalPurchases,DealsPurchases,WebVisitIntensity,WebShare,CatalogShare,StoreShare,CampaignAcceptance,cluster,pc1,pc2,segment
10615,1967,PhD,Widow,38835.0,1,1,2012-03-21,67,184,48,157,7,57,18,0,4,2,4,6,0,0,0,0,1,0,0,3,11,48,2,3,1016.0,471.0,10,0,6,0.4,0.2,0.4,1,1,1.3667247773772555,-0.356365115988018,Digital Enthusiasts
10616,1975,Master,Together,53668.0,1,1,2014-01-09,63,265,16,79,22,7,5,5,1,3,3,4,0,0,0,0,1,1,0,3,11,40,2,4,357.0,394.0,7,5,4,0.14285714285714285,0.42857142857142855,0.42857142857142855,2,1,2.117433994277617,-0.1380505524980041,Digital Enthusiasts
10617,1965,PhD,Widow,44313.0,1,0,2014-04-29,0,336,80,196,35,28,97,2,3,9,8,6,0,0,0,0,0,0,0,3,11,50,1,2,247.0,772.0,20,2,6,0.15,0.45,0.4,0,0,-0.16499352617249602,-0.10349387275105157,High-Value Loyalists
10618,1971,PhD,Married,95152.0,0,0,2014-05-23,7,624,3,287,443,344,197,2,3,14,8,2,0,1,0,0,0,1,0,3,11,44,0,2,223.0,1898.0,25,2,2,0.12,0.56,0.32,2,0,-1.8506473053646126,-0.667631583989551,High-Value Loyalists
10619,1958,Graduation,Together,68347.0,0,0,2012-01-23,75,770,239,472,196,786,336,1,1,21,23,6,0,0,0,1,0,0,0,3,11,57,0,2,1074.0,2799.0,45,1,6,0.022222222222222223,0.4666666666666667,0.5111111111111111,1,0,-1.743062511377947,0.4188182470727636,High-Value Loyalists
10620,1957,Graduation,Widow,33472.0,0,1,2013-02-12,72,161,22,60,42,11,33,9,2,1,3,5,0,0,0,0,0,1,0,3,11,58,1,2,688.0,329.0,6,9,5,0.3333333333333333,0.16666666666666666,0.5,1,1,1.5166452373654882,0.6343427386113901,Digital Enthusiasts
10621,1984,Graduation,Married,60431.0,1,0,2012-11-05,24,461,147,454,52,95,8,2,9,3,8,6,1,0,0,0,0,1,0,3,11,31,1,3,787.0,1217.0,20,2,6,0.45,0.15,0.4,2,1,0.1814279439909955,-0.5957435890839092,Digital Enthusiasts
10622,1955,Master,Single,47806.0,0,0,2012-10-29,60,234,7,287,221,94,97,6,6,1,8,11,0,0,1,0,0,0,0,3,11,60,0,1,794.0,940.0,15,6,11,0.4,0.06666666666666667,0.5333333333333333,1,0,-0.011803366261085389,0.7648027348862984,High-Value Loyalists
10623,1974,Master,Divorced,58418.0,1,1,2012-12-16,53,274,75,273,110,22,118,1,4,1,9,5,0,1,0,0,0,0,0,3,11,41,2,3,746.0,872.0,14,1,5,0.2857142857142857,0.07142857142857142,0.6428571428571429,1,1,0.9257737556419326,0.8706176357673092,Digital Enthusiasts
10624,1960,Graduation,Married,52075.0,1,0,2012-01-18,85,234,113,131,30,33,86,1,3,2,7,6,0,0,1,0,0,0,0,3,11,55,1,3,1079.0,627.0,12,1,6,0.25,0.16666666666666666,0.5833333333333334,1,1,0.8900231570712139,0.8027337136602588,Digital Enthusiasts
10625,1975,PhD,Married,58401.0,0,0,2013-03-12,29,245,62,384,47,173,232,1,3,2,7,4,0,0,0,0,0,1,0,3,11,40,0,2,660.0,1143.0,12,1,4,0.25,0.16666666666666666,0.5833333333333334,1,0,-0.7124797776379271,0.7796372080546689,High-Value Loyalists
10626,1973,Graduation,Together,28363.0,1,2,2012-03-07,44,111,54,25,36,10,16,9,3,1,2,13,0,0,0,0,0,0,0,3,11,42,3,5,1030.0,252.0,6,9,13,0.5,0.16666666666666666,0.3333333333333333,0,1,4.310968047243102,-0.9234708691181255,Digital Enthusiasts
10627,1968,Basic,Widow,105192.0,1,0,2012-07-30,17,705,102,561,120,8,142,1,13,2,11,1,0,0,0,0,0,0,0,3,11,47,1,2,885.0,1638.0,26,1,1,0.5,0.07692307692307693,0.4230769230769231,0,0,-1.3807974814592068,-0.3742963719200536,High-Value Loyalists
10628,1971,Graduation,Divorced,44175.0,0,1,2013-10-09,45,113,23,39,43,6,63,7,3,1,1,6,0,0,0,0,0,0,0,3,11,44,1,2,449.0,287.0,5,7,6,0.6,0.2,0.2,0,1,1.213400029182612,-1.2213386343524704,Digital Enthusiasts
10629,1953,2n Cycle,Together,61552.0,1,1,2012-04-21,38,162,182,61,6,60,157,7,6,3,8,7,0,0,1,1,0,0,0,3,11,62,2,4,985.0,628.0,17,7,7,0.35294117647058826,0.17647058823529413,0.47058823529411764,2,1,1.9577670674701666,0.0026015484735336103,Digital Enthusiasts
10630,1952,Master,Together,38210.0,1,1,2013-08-29,56,134,59,53,35,14,121,6,1,4,3,4,0,0,0,0,0,0,0,3,11,63,2,4,490.0,416.0,8,6,4,0.125,0.5,0.375,0,1,2.342764550477332,-0.17464547160199356,Digital Enthusiasts
10631,1958,Basic,Married,55204.0,0,0,2014-01-23,42,187,131,40,47,257,179,1,6,4,6,3,0,1,0,1,0,1,0,3,11,57,0,2,343.0,841.0,16,1,3,0.375,0.25,0.375,3,0,-0.7610958860263594,-0.2580737378556084,High-Value Loyalists
10632,1971,Master,Single,103028.0,0,0,2014-05-30,26,422,402,349,74,14,51,0,5,8,7,2,1,1,1,0,0,0,0,3,11,44,0,1,216.0,1312.0,20,0,2,0.25,0.4,0.35,3,0,-2.235396607434812,-0.4733390584862647,High-Value Loyalists
10633,1978,PhD,Widow,52886.0,0,0,2013-07-31,79,484,74,379,92,4,27,2,5,3,10,7,0,1,0,0,1,0,0,3,11,37,0,1,519.0,1060.0,18,2,7,0.2777777777777778,0.16666666666666666,0.5555555555555556,2,0,-0.705859775867263,0.7286346280229358,High-Value Loyalists
10634,1967,Graduation,Married,90165.0,0,0,2014-03-04,6,826,97,422,65,82,206,2,8,12,12,4,0,0,1,0,0,1,0,3,11,48,0,2,303.0,1698.0,32,2,4,0.25,0.375,0.375,2,0,-1.7685100863520142,-0.44611877308083814,High-Value Loyalists
10635,1970,Graduation,Together,87931.0,0,0,2013-03-03,35,571,1010,216,219,126,34,0,14,4,25,2,1,0,1,0,0,0,0,3,11,45,0,2,669.0,2176.0,43,0,2,0.32558139534883723,0.09302325581395349,0.5813953488372093,2,0,-2.238300901082883,0.49960376620140645,High-Value Loyalists
10636,1969,Graduation,Together,54928.0,0,1,2014-03-23,33,57,6,15,13,22,13,5,4,3,1,6,0,0,1,1,1,1,0,3,11,46,1,3,284.0,142.34,8,5,6,0.5,0.375,0.125,4,1,1.083543369690439,-1.7970321828255202,Digital Enthusiasts
10637,1986,Basic,Married,55840.0,1,1,2013-11-28,78,167,13,55,78,24,57,4,3,4,5,2,0,0,0,0,0,0,0,3,11,29,2,4,399.0,394.0,12,4,2,0.25,0.3333333333333333,0.4166666666666667,0,1,1.9973079505946754,-0.30111096257557224,Digital Enthusiasts
10638,1977,PhD,Widow,27241.0,0,1,2014-04-05,82,76,29,55,3,17,36,3,5,3,4,10,0,0,0,0,0,0,0,3,11,38,1,2,271.0,216.0,12,3,10,0.4166666666666667,0.25,0.3333333333333333,0,1,1.2727424148000968,-0.4810455692047235,Digital Enthusiasts
10639,1956,PhD,Widow,85629.0,1,1,2014-04-03,32,311,99,376,2,46,152,6,8,3,7,4,1,1,0,0,0,0,0,3,11,59,2,3,273.0,986.0,18,6,4,0.4444444444444444,0.16666666666666666,0.3888888888888889,2,1,0.7931449267994328,-0.4307972565220196,Digital Enthusiasts
10640,1978,Graduation,Together,31644.0,0,1,2013-09-12,42,129,25,45,19,3,12,6,3,3,5,11,0,0,0,0,0,0,1,3,11,37,1,3,476.0,233.0,11,6,11,0.2727272727272727,0.2727272727272727,0.45454545454545453,0,1,1.8399916717536744,0.097601354664123,Digital Enthusiasts
10641,1940,Graduation,Married,63268.0,0,0,2012-07-20,66,132,72,80,103,39,181,5,5,0,10,1,0,0,0,0,0,0,0,3,11,75,0,2,895.0,607.0,15,5,1,0.3333333333333333,0.0,0.6666666666666666,0,0,-0.1644901833646384,1.5652773966151228,High-Value Loyalists
10642,1966,Graduation,Single,109280.0,0,0,2012-02-12,21,1382,22,805,300,882,540,2,37,11,11,3,0,1,0,0,0,0,0,3,11,49,0,1,1054.0,3733.2199999999975,58,2,3,0.6271186440677966,0.1864406779661017,0.1864406779661017,1,0,-3.5338852826402243,-1.7900187880830114,High-Value Loyalists
10643,1976,Graduation,Single,53263.0,0,0,2012-10-17,69,425,69,218,222,62,39,3,4,1,14,3,1,1,1,0,0,0,0,3,11,39,0,1,806.0,1035.0,19,3,3,0.21052631578947367,0.05263157894736842,0.7368421052631579,3,0,-0.9463206925930495,1.699876341408873,High-Value Loyalists
10644,1975,PhD,Married,41940.0,1,1,2012-09-24,31,199,34,107,25,57,25,4,1,1,2,6,0,0,0,0,0,0,0,3,11,40,2,4,829.0,447.0,4,4,6,0.25,0.25,0.5,0,1,2.2005406333660793,0.1639071246562606,Digital Enthusiasts
10645,1954,Graduation,Together,50894.0,0,0,2014-04-20,75,271,51,95,94,48,71,7,6,1,6,4,0,0,1,0,0,0,0,3,11,61,0,2,256.0,630.0,13,7,4,0.46153846153846156,0.07692307692307693,0.46153846153846156,1,1,0.4158170553243331,0.39167776253699027,Digital Enthusiasts
10646,1976,Master,Widow,100552.0,0,0,2012-02-03,77,600,393,282,392,56,502,1,10,17,4,2,0,0,1,0,0,0,0,3,11,39,0,1,1063.0,2225.0,31,1,2,0.3225806451612903,0.5483870967741935,0.12903225806451613,1,0,-2.2136690540056803,-1.7223058290941686,High-Value Loyalists
10647,1973,Graduation,Married,39794.0,1,1,2013-05-04,66,102,16,65,72,11,22,5,1,1,1,7,1,0,0,1,0,1,0,3,11,42,2,4,607.0,288.0,3,5,7,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,1,2.54053924117028,-0.7263696274223272,Digital Enthusiasts
10648,1979,Graduation,Widow,48272.0,0,1,2014-06-08,43,40,26,219,62,6,34,8,2,5,4,8,1,0,0,0,0,1,0,3,11,36,1,2,207.0,387.0,11,8,8,0.18181818181818182,0.45454545454545453,0.36363636363636365,2,1,1.070547291102974,-0.2731187244410852,Digital Enthusiasts
10649,1969,Master,Married,91367.0,0,0,2012-09-10,10,755,9,443,123,51,83,1,5,9,8,2,0,0,0,0,0,0,0,3,11,46,0,2,843.0,1464.0,22,1,2,0.22727272727272727,0.4090909090909091,0.36363636363636365,0,0,-1.5835266239838148,-0.4377260700510138,High-Value Loyalists
10651,1963,Graduation,Married,64745.0,1,0,2012-05-22,66,203,9,117,9,58,90,2,3,2,6,3,0,0,0,0,0,0,0,3,11,52,1,3,954.0,486.0,11,2,3,0.2727272727272727,0.18181818181818182,0.5454545454545454,0,1,0.7019910993735291,0.5954839769382785,Digital Enthusiasts
10652,1960,2n Cycle,Divorced,42677.0,1,1,2013-01-13,25,87,33,29,57,82,4,8,3,1,4,10,1,0,0,1,0,0,0,3,11,55,2,3,718.0,292.0,8,8,10,0.375,0.125,0.5,2,1,2.1636686413388877,0.2764753963408301,Digital Enthusiasts
10653,1971,Graduation,Single,75245.0,0,0,2014-06-08,31,246,88,409,262,40,12,2,7,4,5,2,0,0,0,0,0,0,0,3,11,44,0,1,207.0,1057.0,16,2,2,0.4375,0.25,0.3125,0,0,-1.3779798435111958,-0.5797077269654273,High-Value Loyalists
10654,1943,Master,Divorced,45528.0,0,0,2013-08-27,54,185,63,217,121,137,89,3,9,2,6,8,1,0,0,1,0,1,0,3,11,72,0,1,492.0,812.0,17,3,8,0.5294117647058824,0.11764705882352941,0.35294117647058826,3,0,-0.6138117673528091,-0.2271279257329374,High-Value Loyalists
10655,1966,Master,Widow,52738.0,0,0,2013-04-26,72,420,663,526,154,9,116,3,20,3,7,1,1,0,0,0,1,0,0,3,11,49,0,1,615.0,1888.0,30,3,1,0.6666666666666666,0.1,0.23333333333333334,2,0,-1.4747023476579921,-1.150503495037434,High-Value Loyalists
10656,1948,Graduation,Widow,46419.0,0,0,2014-05-22,92,212,38,79,13,58,29,4,5,1,4,6,0,0,0,0,0,0,0,3,11,67,0,1,224.0,429.0,10,4,6,0.5,0.1,0.4,0,1,0.034280031254219356,0.2156195826569127,Digital Enthusiasts
10657,1981,Graduation,Divorced,57410.0,0,0,2014-02-15,35,534,12,190,93,32,9,2,6,1,4,5,0,0,1,0,0,0,0,3,11,34,0,1,320.0,870.0,11,2,5,0.5454545454545454,0.09090909090909091,0.36363636363636365,1,0,-0.8417854851153599,-0.4193349380112914,High-Value Loyalists
10658,1980,Graduation,Together,44470.0,0,2,2012-09-06,33,78,5,28,11,28,12,2,1,0,4,14,1,0,0,0,1,0,0,3,11,35,2,4,847.0,162.0,5,2,14,0.2,0.0,0.8,2,1,2.41440648694977,1.6211871894342345,Digital Enthusiasts
10659,1968,Graduation,Divorced,79011.0,0,0,2013-07-26,41,1261,72,566,68,407,113,1,13,22,6,5,0,0,0,1,0,0,0,3,11,47,0,1,524.0,2487.0,41,1,5,0.3170731707317073,0.5365853658536586,0.14634146341463414,1,0,-2.384219992387988,-1.6196982350577394,High-Value Loyalists
10660,1977,Graduation,Single,63014.0,1,0,2013-08-07,41,718,343,103,66,14,48,1,3,4,18,1,1,1,0,0,0,1,0,3,11,38,1,2,512.0,1292.0,25,1,1,0.12,0.16,0.72,3,0,-0.8363582275110276,1.3919158558607336,High-Value Loyalists
10661,1934,Master,Divorced,69230.0,1,0,2013-02-03,78,144,212,224,52,29,85,3,4,2,7,4,0,0,0,0,1,1,0,3,11,81,1,2,697.0,746.0,13,3,4,0.3076923076923077,0.15384615384615385,0.5384615384615384,2,1,0.13080509488240946,0.8069589960757579,Digital Enthusiasts
10662,1969,Graduation,Divorced,118333.0,0,0,2012-06-13,18,283,34,286,72,30,436,2,8,1,9,2,0,1,0,0,0,0,0,3,11,46,0,1,932.0,1141.0,18,2,2,0.4444444444444444,0.05555555555555555,0.5,1,0,-1.9964830397382183,0.23883483842492284,High-Value Loyalists
10663,1951,Graduation,Divorced,94490.0,0,0,2014-02-11,6,517,257,340,206,37,541,1,9,6,13,3,0,0,0,0,0,0,0,3,11,64,0,1,324.0,1898.0,28,1,3,0.32142857142857145,0.21428571428571427,0.4642857142857143,0,0,-2.3622954167670343,0.23289509489098162,High-Value Loyalists
10664,1979,Graduation,Divorced,55147.0,1,0,2012-05-25,37,206,423,337,56,20,354,3,8,7,6,3,0,1,0,1,0,0,0,3,11,36,1,2,951.0,1396.0,21,3,3,0.38095238095238093,0.3333333333333333,0.2857142857142857,2,0,-0.34344692851798764,-1.0010467169679853,High-Value Loyalists
10665,1961,Master,Single,52074.0,1,1,2012-11-16,50,80,36,88,30,20,0,1,1,1,2,8,0,0,0,0,0,0,0,3,11,54,2,3,776.0,254.0,4,1,8,0.25,0.25,0.5,0,1,1.5530244094571495,0.32988948980776767,Digital Enthusiasts
10666,1940,Graduation,Married,51369.0,1,0,2012-08-11,43,463,85,170,56,75,84,5,9,3,4,3,1,1,0,0,0,0,0,3,11,75,1,3,873.0,933.0,16,5,3,0.5625,0.1875,0.25,2,1,0.648291204416103,-0.9952298542497856,Digital Enthusiasts
10667,1962,PhD,Widow,53329.0,1,0,2013-11-22,32,620,419,223,24,59,147,3,8,8,11,4,0,0,0,1,0,0,0,3,11,53,1,2,405.0,1492.0,27,3,4,0.2962962962962963,0.2962962962962963,0.4074074074074074,1,0,-0.4616526041493838,-0.1735987851331819,High-Value Loyalists
10668,1981,Graduation,Married,60732.0,0,1,2012-03-29,10,381,119,192,13,8,89,1,6,1,6,5,0,0,0,0,1,0,0,3,11,34,1,3,1008.0,802.0,13,1,5,0.46153846153846156,0.07692307692307693,0.46153846153846156,1,1,0.26238901021512345,-0.22198996807145507,Digital Enthusiasts
10669,1986,Graduation,Divorced,54404.0,1,0,2013-02-12,51,182,88,200,114,11,185,1,3,3,7,1,0,0,0,0,0,0,0,3,11,29,1,2,688.0,780.0,13,1,1,0.23076923076923078,0.23076923076923078,0.5384615384615384,0,0,-0.09898894747206298,0.48875002058654016,High-Value Loyalists
10670,1976,Master,Together,67093.0,0,0,2014-01-29,33,222,174,661,116,37,151,1,3,5,14,3,0,0,0,0,0,0,0,3,11,39,0,2,337.0,1361.0,22,1,3,0.13636363636363635,0.22727272727272727,0.6363636363636364,0,0,-1.089297931904962,1.0947442814970778,High-Value Loyalists
10671,1966,Master,Divorced,43127.0,1,1,2014-03-18,40,136,106,235,18,2,19,6,1,5,8,3,0,0,0,1,1,1,0,3,11,49,2,3,289.0,516.0,14,6,3,0.07142857142857142,0.35714285714285715,0.5714285714285714,3,1,1.375848911145553,0.7528667557555778,Digital Enthusiasts
10672,1955,Master,Single,44459.0,1,0,2012-07-05,70,683,97,54,24,9,54,3,4,4,7,4,0,0,0,0,0,0,0,3,11,60,1,2,910.0,921.0,15,3,4,0.26666666666666666,0.26666666666666666,0.4666666666666667,0,1,0.34821238865334747,0.3470344772716569,Digital Enthusiasts
10673,1971,2n Cycle,Married,70070.0,0,1,2013-03-28,17,154,1,38,60,10,3,2,3,0,2,10,0,0,1,0,0,0,0,3,11,44,1,3,644.0,266.0,5,2,10,0.6,0.0,0.4,1,1,0.936715245972146,-0.47036762118122744,Digital Enthusiasts
10674,1967,2n Cycle,Widow,30581.0,0,1,2013-03-15,49,78,14,147,3,37,4,8,3,1,1,7,0,0,0,0,0,0,0,3,11,48,1,2,657.0,283.0,5,8,7,0.6,0.2,0.2,0,1,1.5294731892279483,-1.167373088481488,Digital Enthusiasts
10675,1992,Master,Divorced,50547.0,1,0,2012-10-20,42,639,32,111,40,17,5,3,4,2,6,9,0,0,1,1,0,0,0,3,11,23,1,2,803.0,844.0,12,3,9,0.3333333333333333,0.16666666666666666,0.5,2,1,0.467347720149534,0.1198637853416274,Digital Enthusiasts
10676,1943,Graduation,Together,57586.0,0,0,2013-12-23,76,182,182,225,51,82,148,5,4,4,9,4,0,0,0,0,0,0,0,3,11,72,0,2,374.0,870.0,17,5,4,0.23529411764705882,0.23529411764705882,0.5294117647058824,0,1,-0.032145410152754364,0.8958570088938151,Digital Enthusiasts
10677,1980,Graduation,Together,88257.0,1,0,2013-10-15,25,405,121,90,49,173,157,1,6,5,6,5,0,0,0,0,0,0,0,3,11,35,1,3,443.0,995.0,17,1,5,0.35294117647058826,0.29411764705882354,0.35294117647058826,0,0,-0.05524041823314994,-0.7195717601081236,High-Value Loyalists
10678,1962,Basic,Single,91170.0,0,0,2012-03-15,52,763,165,440,69,28,257,1,13,6,9,5,1,0,0,0,0,0,0,3,11,53,0,1,1022.0,1722.0,28,1,5,0.4642857142857143,0.21428571428571427,0.32142857142857145,1,0,-1.8767163018384738,-0.6737947707434784,High-Value Loyalists
10679,1973,PhD,Divorced,72882.0,1,0,2014-02-13,23,544,247,504,3,1,150,2,4,8,17,8,0,0,0,1,1,1,0,3,11,42,1,2,322.0,1449.0,29,2,8,0.13793103448275862,0.27586206896551724,0.5862068965517241,3,0,-0.7180367762306584,0.6384507563369831,High-Value Loyalists
10680,1956,PhD,Widow,62246.0,0,0,2012-11-25,46,717,192,473,61,12,315,1,5,3,25,7,1,0,0,0,0,0,0,3,11,59,0,1,767.0,1770.0,33,1,7,0.15151515151515152,0.09090909090909091,0.7575757575757576,1,0,-1.6770661419249706,1.84487434313581,High-Value Loyalists
10681,1967,PhD,Widow,78595.0,0,0,2014-02-04,65,266,261,629,165,7,410,1,11,6,6,4,0,0,0,0,0,1,0,3,11,48,0,1,331.0,1738.0,23,1,4,0.4782608695652174,0.2608695652173913,0.2608695652173913,1,0,-1.6110534372518344,-0.9257052097228179,High-Value Loyalists
10682,1983,Master,Married,72609.0,0,0,2013-11-19,6,895,40,351,155,30,436,2,13,6,14,0,0,0,0,0,0,1,0,3,11,32,0,2,408.0,1907.0,33,2,0,0.3939393939393939,0.18181818181818182,0.42424242424242425,1,0,-1.791373832490329,-0.33104389264870526,High-Value Loyalists
10683,1977,PhD,Married,44495.0,1,0,2013-03-06,41,586,321,527,66,52,4,3,5,14,7,4,0,1,0,0,0,1,0,3,11,38,1,3,666.0,1556.0,26,3,4,0.19230769230769232,0.5384615384615384,0.2692307692307692,2,1,0.1359273846170898,-1.0591143924662496,Digital Enthusiasts
10684,1970,Graduation,Married,38900.0,0,2,2013-08-30,69,191,175,54,16,4,82,5,3,1,6,7,0,1,0,1,0,0,0,3,11,45,2,4,489.0,522.0,10,5,7,0.3,0.1,0.6,2,1,2.39277893615083,0.7057955590223063,Digital Enthusiasts
10685,1986,Graduation,Together,41505.0,0,0,2013-01-31,10,832,80,129,89,3,304,3,11,5,9,4,0,1,0,0,0,0,0,3,11,29,0,2,700.0,1437.0,25,3,4,0.44,0.2,0.36,1,0,-0.7939259776540698,-0.6179061419578907,High-Value Loyalists
10686,1976,Graduation,Married,49896.0,1,0,2013-12-02,47,792,126,431,58,117,37,1,6,4,11,9,1,0,0,1,1,0,0,3,11,39,1,3,395.0,1561.0,21,1,9,0.2857142857142857,0.19047619047619047,0.5238095238095238,3,1,0.2781974008237714,0.19774527407078668,Digital Enthusiasts
10687,1956,2n Cycle,Widow,46703.0,1,0,2012-05-14,39,323,6,211,15,16,4,2,3,4,9,3,0,0,0,0,1,0,0,3,11,59,1,2,962.0,575.0,16,2,3,0.1875,0.25,0.5625,1,0,0.00628770254017268,0.8138914706672995,High-Value Loyalists
10688,1982,Graduation,Divorced,32179.0,1,1,2013-06-28,39,114,2,55,1,2,41,3,3,4,1,8,0,0,0,0,0,0,0,3,11,33,2,3,552.0,215.0,8,3,8,0.375,0.5,0.125,0,1,1.8524815982057874,-1.8108654638860182,Digital Enthusiasts
10689,1966,2n Cycle,Married,41135.0,1,1,2012-02-05,48,115,9,107,67,6,54,6,3,1,1,9,0,0,1,0,0,0,0,3,11,49,2,4,1061.0,358.0,5,6,9,0.6,0.2,0.2,1,1,2.676045313494644,-1.527908717377456,Digital Enthusiasts
10690,1982,PhD,Widow,69096.0,1,0,2013-10-11,27,699,66,198,149,32,83,2,4,6,10,2,0,0,0,0,1,1,0,3,11,33,1,2,447.0,1227.0,20,2,2,0.2,0.3,0.5,2,0,-0.6439394851544687,0.19525120911129562,High-Value Loyalists
10691,1957,2n Cycle,Divorced,62178.0,0,0,2014-04-18,69,129,51,95,28,6,52,3,1,0,3,6,0,0,0,0,0,0,0,3,11,58,0,1,258.0,361.0,4,3,6,0.25,0.0,0.75,0,0,-0.22373006516929125,2.073098839751148,High-Value Loyalists
10692,1981,2n Cycle,Together,75555.0,1,0,2013-11-15,37,250,149,401,50,26,140,5,4,4,10,4,0,0,0,0,0,1,0,3,11,34,1,3,412.0,1016.0,18,5,4,0.2222222222222222,0.2222222222222222,0.5555555555555556,1,1,0.4352936750832843,0.4737667989433464,Digital Enthusiasts
10693,1968,Graduation,Together,81659.0,0,1,2013-10-14,88,578,52,67,27,92,299,2,3,7,8,5,0,0,0,0,0,0,0,3,11,47,1,3,444.0,1115.0,18,2,5,0.16666666666666666,0.3888888888888889,0.4444444444444444,0,1,0.4076909638337929,0.04566721597891556,Digital Enthusiasts
10694,1954,PhD,Divorced,51980.0,0,0,2014-01-06,40,325,6,39,6,48,86,2,3,1,3,2,0,0,0,0,0,1,0,3,11,61,0,1,360.0,510.0,7,2,2,0.42857142857142855,0.14285714285714285,0.42857142857142855,1,0,-0.7846388025746843,0.2441124612339919,High-Value Loyalists
10695,1971,Master,Single,40378.0,0,1,2013-06-03,68,143,150,59,65,66,8,11,5,5,3,9,0,0,0,0,0,0,0,3,11,44,1,2,577.0,491.0,13,11,9,0.38461538461538464,0.38461538461538464,0.23076923076923078,0,1,1.704745358431522,-0.9214088753461671,Digital Enthusiasts
10696,1975,Graduation,Widow,42093.0,1,1,2013-07-06,54,110,13,91,28,60,34,5,7,2,3,6,0,0,0,0,0,0,0,3,11,40,2,3,544.0,336.0,12,5,6,0.5833333333333334,0.16666666666666666,0.25,0,1,1.8569805475986145,-1.1970756335278605,Digital Enthusiasts
10697,1968,Graduation,Widow,39092.0,1,1,2013-06-09,29,108,33,163,68,78,22,7,3,2,5,6,0,0,1,0,1,0,0,3,11,47,2,3,571.0,472.0,10,7,6,0.3,0.2,0.5,2,1,1.8027409581635876,0.26329387727203724,Digital Enthusiasts
10698,1961,Master,Widow,35098.0,1,2,2013-02-28,92,75,27,72,30,9,97,3,1,2,4,1,0,1,1,1,0,0,0,3,11,54,3,4,672.0,310.0,7,3,1,0.14285714285714285,0.2857142857142857,0.5714285714285714,3,1,2.5248728906651476,0.6554755428652325,Digital Enthusiasts
10699,1972,2n Cycle,Divorced,60819.0,0,1,2012-01-22,40,331,117,440,26,103,169,2,10,8,4,9,1,0,0,1,0,0,0,3,11,43,1,2,1075.0,1186.0,22,2,9,0.45454545454545453,0.36363636363636365,0.18181818181818182,2,0,-0.1233217177749842,-1.5805557188244992,High-Value Loyalists
10700,1972,Graduation,Divorced,55195.0,0,1,2012-03-14,20,136,272,136,57,181,24,3,5,2,8,4,0,0,1,0,1,0,0,3,11,43,1,2,1023.0,806.0,15,3,4,0.3333333333333333,0.13333333333333333,0.5333333333333333,2,0,-0.08150489037645828,0.3998492660644062,High-Value Loyalists
10701,1973,Graduation,Single,70719.0,0,0,2013-02-12,46,562,21,210,167,121,74,0,9,3,5,6,0,0,0,0,0,0,0,3,11,42,0,1,688.0,1155.0,17,0,6,0.5294117647058824,0.17647058823529413,0.29411764705882354,0,0,-1.2620615574684326,-0.7976964415319356,High-Value Loyalists
10702,1978,2n Cycle,Divorced,88324.0,0,0,2012-09-02,50,1241,320,221,13,50,64,0,9,9,11,6,0,0,0,0,0,0,0,3,11,37,0,1,851.0,1909.0,29,0,6,0.3103448275862069,0.3103448275862069,0.3793103448275862,0,0,-1.9410938555263972,-0.4012212695430897,High-Value Loyalists
10703,1961,Graduation,Divorced,45541.0,1,0,2014-04-09,33,184,10,42,65,26,42,2,1,4,3,3,0,0,0,0,0,0,0,3,11,54,1,2,267.0,369.0,8,2,3,0.125,0.5,0.375,0,1,0.24850909111779196,-0.06219248979838454,Digital Enthusiasts
10704,1979,2n Cycle,Single,56937.0,0,0,2014-06-05,39,239,67,492,31,101,7,2,4,4,10,10,0,1,1,0,0,0,0,3,11,36,0,1,210.0,937.0,18,2,10,0.2222222222222222,0.2222222222222222,0.5555555555555556,2,0,-0.8087111526064771,0.7028746881904658,High-Value Loyalists
10705,1977,Graduation,Together,29830.0,0,2,2013-02-19,80,144,5,75,5,2,17,3,2,3,2,10,0,0,0,0,0,0,0,3,11,38,2,4,681.0,248.0,7,3,10,0.2857142857142857,0.42857142857142855,0.2857142857142857,0,1,2.7382385013634716,-0.9313885504105078,Digital Enthusiasts
10706,1980,Graduation,Widow,46217.0,1,1,2013-09-19,61,85,40,131,19,47,6,4,4,1,4,5,0,0,0,0,0,1,0,3,11,35,2,3,469.0,328.0,9,4,5,0.4444444444444444,0.1111111111111111,0.4444444444444444,1,1,1.723153068164035,-0.15443591991866282,Digital Enthusiasts
10707,1986,Graduation,Married,38602.0,1,1,2013-06-06,70,130,46,37,13,0,108,4,1,1,2,8,0,0,0,0,0,0,0,3,11,29,2,4,574.0,334.0,4,4,8,0.25,0.25,0.5,0,1,2.648269929041985,0.15547058446671827,Digital Enthusiasts
